date,año,mes,dia,dia_semana,dia_semana_num,es_fin_semana,es_dia_pago,es_festivo,es_dia_habil,despues_festivo,antes_festivo,quincena,dias_desde_pago
2025-06-29,2025,6,29,Sunday,6,True,False,False,False,False,False,2,2
2025-06-30,2025,6,30,Monday,0,False,True,False,True,False,False,2,0
2025-07-01,2025,7,1,Tuesday,1,False,True,False,True,False,False,1,0
2025-07-02,2025,7,2,Wednesday,2,False,False,False,True,False,False,1,1
2025-07-03,2025,7,3,Thursday,3,False,False,False,True,False,False,1,2
2025-07-04,2025,7,4,Friday,4,False,True,False,True,False,False,1,0
2025-07-05,2025,7,5,Saturday,5,True,False,False,False,False,False,1,1
2025-07-06,2025,7,6,Sunday,6,True,False,False,False,False,False,1,2
2025-07-07,2025,7,7,Monday,0,False,False,False,True,False,False,1,3
2025-07-08,2025,7,8,Tuesday,1,False,False,False,True,False,False,1,4
2025-07-09,2025,7,9,Wednesday,2,False,False,False,True,False,False,1,5
2025-07-10,2025,7,10,Thursday,3,False,False,False,True,False,False,1,6
