date,año,mes,dia,dia_semana,dia_semana_num,es_fin_semana,es_dia_pago,es_festivo,es_dia_habil,despues_festivo,antes_festivo,quincena,dias_desde_pago
2025-07-11,2025,7,11,Friday,4,False,True,False,True,False,False,1,0
2025-07-12,2025,7,12,Saturday,5,True,False,False,False,False,False,1,1
2025-07-13,2025,7,13,Sunday,6,True,False,False,False,False,False,1,2
2025-07-14,2025,7,14,Monday,0,False,False,False,True,False,False,1,3
2025-07-15,2025,7,15,Tuesday,1,False,True,False,True,False,False,1,0
2025-07-16,2025,7,16,Wednesday,2,False,False,False,True,False,False,2,1
2025-07-17,2025,7,17,Thursday,3,False,False,False,True,False,False,2,2
2025-07-18,2025,7,18,Friday,4,False,True,False,True,False,False,2,0
2025-07-19,2025,7,19,Saturday,5,True,False,False,False,False,False,2,1
2025-07-20,2025,7,20,Sunday,6,True,False,False,False,False,False,2,2
2025-07-21,2025,7,21,Monday,0,False,False,False,True,False,False,2,3
2025-07-22,2025,7,22,Tuesday,1,False,False,False,True,False,False,2,4
2025-07-23,2025,7,23,Wednesday,2,False,False,False,True,False,False,2,5
2025-07-24,2025,7,24,Thursday,3,False,False,False,True,False,False,2,6
2025-07-25,2025,7,25,Friday,4,False,True,False,True,False,False,2,0
2025-07-26,2025,7,26,Saturday,5,True,False,False,False,False,False,2,1
2025-07-27,2025,7,27,Sunday,6,True,False,False,False,False,False,2,2
2025-07-28,2025,7,28,Monday,0,False,False,False,True,False,False,2,3
2025-07-29,2025,7,29,Tuesday,1,False,False,False,True,False,False,2,4
2025-07-30,2025,7,30,Wednesday,2,False,False,False,True,False,False,2,5
2025-07-31,2025,7,31,Thursday,3,False,True,False,True,False,False,2,0
2025-08-01,2025,8,1,Friday,4,False,True,False,True,False,False,1,0
2025-08-02,2025,8,2,Saturday,5,True,False,False,False,False,False,1,1
2025-08-03,2025,8,3,Sunday,6,True,False,False,False,False,False,1,2
2025-08-04,2025,8,4,Monday,0,False,False,False,True,False,False,1,3
2025-08-05,2025,8,5,Tuesday,1,False,False,False,True,False,False,1,4
2025-08-06,2025,8,6,Wednesday,2,False,False,False,True,False,False,1,5
2025-08-07,2025,8,7,Thursday,3,False,False,False,True,False,False,1,6
2025-08-08,2025,8,8,Friday,4,False,True,False,True,False,False,1,0
2025-08-09,2025,8,9,Saturday,5,True,False,False,False,False,False,1,1
2025-08-10,2025,8,10,Sunday,6,True,False,False,False,False,False,1,2
2025-08-11,2025,8,11,Monday,0,False,False,False,True,False,False,1,3
2025-08-12,2025,8,12,Tuesday,1,False,False,False,True,False,False,1,4
2025-08-13,2025,8,13,Wednesday,2,False,False,False,True,False,False,1,5
2025-08-14,2025,8,14,Thursday,3,False,False,False,True,False,False,1,6
2025-08-15,2025,8,15,Friday,4,False,True,False,True,False,False,1,0
2025-08-16,2025,8,16,Saturday,5,True,False,False,False,False,False,2,1
2025-08-17,2025,8,17,Sunday,6,True,False,False,False,False,False,2,2
2025-08-18,2025,8,18,Monday,0,False,False,False,True,False,False,2,3
2025-08-19,2025,8,19,Tuesday,1,False,False,False,True,False,False,2,4
2025-08-20,2025,8,20,Wednesday,2,False,False,False,True,False,False,2,5
2025-08-21,2025,8,21,Thursday,3,False,False,False,True,False,False,2,6
2025-08-22,2025,8,22,Friday,4,False,True,False,True,False,False,2,0
2025-08-23,2025,8,23,Saturday,5,True,False,False,False,False,False,2,1
2025-08-24,2025,8,24,Sunday,6,True,False,False,False,False,False,2,2
2025-08-25,2025,8,25,Monday,0,False,False,False,True,False,False,2,3
2025-08-26,2025,8,26,Tuesday,1,False,False,False,True,False,False,2,4
2025-08-27,2025,8,27,Wednesday,2,False,False,False,True,False,False,2,5
2025-08-28,2025,8,28,Thursday,3,False,False,False,True,False,False,2,6
2025-08-29,2025,8,29,Friday,4,False,True,False,True,False,False,2,0
2025-08-30,2025,8,30,Saturday,5,True,False,False,False,False,False,2,1
2025-08-31,2025,8,31,Sunday,6,True,True,False,False,False,False,2,0
2025-09-01,2025,9,1,Monday,0,False,True,False,True,False,False,1,0
2025-09-02,2025,9,2,Tuesday,1,False,False,False,True,False,False,1,1
2025-09-03,2025,9,3,Wednesday,2,False,False,False,True,False,False,1,2
2025-09-04,2025,9,4,Thursday,3,False,False,False,True,False,False,1,3
2025-09-05,2025,9,5,Friday,4,False,True,False,True,False,False,1,0
2025-09-06,2025,9,6,Saturday,5,True,False,False,False,False,False,1,1
2025-09-07,2025,9,7,Sunday,6,True,False,False,False,False,False,1,2
2025-09-08,2025,9,8,Monday,0,False,False,False,True,False,False,1,3
2025-09-09,2025,9,9,Tuesday,1,False,False,False,True,False,False,1,4
2025-09-10,2025,9,10,Wednesday,2,False,False,False,True,False,False,1,5
2025-09-11,2025,9,11,Thursday,3,False,False,False,True,False,False,1,6
2025-09-12,2025,9,12,Friday,4,False,True,False,True,False,False,1,0
2025-09-13,2025,9,13,Saturday,5,True,False,False,False,False,False,1,1
2025-09-14,2025,9,14,Sunday,6,True,False,False,False,False,False,1,2
2025-09-15,2025,9,15,Monday,0,False,True,False,True,False,True,1,0
2025-09-16,2025,9,16,Tuesday,1,False,False,True,False,False,False,2,1
2025-09-17,2025,9,17,Wednesday,2,False,False,False,True,True,False,2,2
2025-09-18,2025,9,18,Thursday,3,False,False,False,True,False,False,2,3
2025-09-19,2025,9,19,Friday,4,False,True,False,True,False,False,2,0
2025-09-20,2025,9,20,Saturday,5,True,False,False,False,False,False,2,1
2025-09-21,2025,9,21,Sunday,6,True,False,False,False,False,False,2,2
2025-09-22,2025,9,22,Monday,0,False,False,False,True,False,False,2,3
2025-09-23,2025,9,23,Tuesday,1,False,False,False,True,False,False,2,4
2025-09-24,2025,9,24,Wednesday,2,False,False,False,True,False,False,2,5
2025-09-25,2025,9,25,Thursday,3,False,False,False,True,False,False,2,6
2025-09-26,2025,9,26,Friday,4,False,True,False,True,False,False,2,0
2025-09-27,2025,9,27,Saturday,5,True,False,False,False,False,False,2,1
2025-09-28,2025,9,28,Sunday,6,True,False,False,False,False,False,2,2
2025-09-29,2025,9,29,Monday,0,False,False,False,True,False,False,2,3
2025-09-30,2025,9,30,Tuesday,1,False,True,False,True,False,False,2,0
2025-10-01,2025,10,1,Wednesday,2,False,True,False,True,False,False,1,0
